,name,type,price,star,comment,taste,env,service,recommend.0,recommend.1,recommend.2,zone,address,location
126,和府捞面(湖滨银泰),小吃快餐,￥43,四星商户,1970.0,8.0,8.3,8.5,香辣汤雪花肥牛面,乾隆冰芯蛋,蟹黄油笋衣捞面,湖滨,东坡路7号湖滨银泰IN77C区B1层,"120.164597,30.252537"
127,盛文甘栗(河东路店),小吃快餐,￥27,准五星商户,3676.0,8.5,8.0,8.0,糖炒栗子,盛文冰糖葫芦,盛文甘栗,朝晖地区,河东路190号,"120.160070,30.287968"
128,陳八两面家(解放路店),面馆,￥28,准五星商户,1746.0,9.0,8.5,8.4,老酸菜牛腱子面,老酸菜牛肉面,雪菜牛肉面,解放路沿线,光复路140-1号,"120.171019,30.251012"
129,夫子面,面馆,￥24,准五星商户,778.0,8.6,8.4,8.4,虾仁片儿川,酸菜鱼片面,杭式拌川,吴山广场/河坊街,国货路13号,"120.166648,30.249106"
130,泡泡堂炸物夜宵,小吃快餐,￥65,准五星商户,49.0,8.5,8.3,8.6,臭豆腐,掌中宝,花菜,开发区/高教园,闻涛路金铂湾二楼,"120.209875,30.214077"
131,杂粮煎饼(星光百货店),小吃快餐,￥9,准五星商户,154.0,8.8,7.9,8.3,杂粮煎饼,土豆丝,里脊,开发区/高教园,泰安路9号星光百货1层底商,"120.210890,30.207170"
132,桐香园小笼包(百井坊巷店),小吃快餐,￥16,四星商户,106.0,8.3,7.6,8.1,特色小笼包,鲜肉小馄饨,辣椒酱,武林广场,百井坊巷45号,"120.167204,30.266723"
133,牛助你·贵州黄牛肉馆(下沙店),火锅,￥72,五星商户,180.0,9.1,9.0,9.1,生牛肉,土豆,熟牛肉,下沙,天城东路150-1号,"120.332850,30.305550"
134,蜀大侠火锅(湖滨店),火锅,￥114,准五星商户,793.0,8.4,8.8,8.3,贵妃牛肉,大侠水牛毛肚,花千骨,庆春路沿线,庆春路太平里七号衣之家庆春店旁,"120.161783,30.257527"
135,三胖叔叔·炸串·烧卖(百井坊巷店),小吃快餐,￥58,准五星商户,164.0,8.7,8.3,8.9,招牌臭豆腐,脆嫩爆鸡胗,花菜,武林广场,百井坊巷35号,"120.167436,30.266723"
136,小时候(大悦城店),小吃快餐,￥19,四星商户,128.0,8.4,8.5,8.4,大白兔奶糖,无花果,口红糖,北大桥／大悦城,莫干山路与隐秀路交叉口杭州大悦城L4-10-12号,"120.131232,30.301705"
137,阿能面馆(河东路店),小吃快餐,￥37,四星商户,439.0,8.2,7.5,8.0,黑鱼煲,鳝丝大肠面,秘制牛蛙煲,朝晖地区,河东路190号,"120.160070,30.287968"
138,舅一碗老汤面(夹城巷店),面馆,￥23,准五星商户,1667.0,9.0,8.7,8.9,片儿川,海鲜面,葱爆鳝丝捞面,城东,夹城巷29号,"120.152028,30.289357"
139,楠哥煎饺,小吃快餐,￥12,四星商户,401.0,7.9,6.9,7.5,小馄饨煎饺,拌面,豆腐脑,解放路沿线,建国中路130号,"120.180664,30.253124"
140,吴山烤禽(吴山店),小吃快餐,￥30,四星商户,3935.0,8.0,6.9,7.1,吴山烤鸡,吴山烧鸡,素烧鹅,湖滨,吴山路62号,"120.165265,30.251856"
141,春熙禄·蓉小馆(湖墅南路店),川菜,￥76,准五星商户,761.0,8.8,9.0,9.0,红糖糍粑,宫保鸡丁,红糖冰粉,湖墅南路,湖墅南路210号海事大厦左侧底商,"120.153188,30.282792"
142,流芳面馆(中山北路店),面馆,￥22,准五星商户,905.0,8.9,8.0,8.2,猪肝拌川,茄汁拌川,腰花片儿川,庆春路沿线,中山北路190号,"120.169342,30.262107"
143,无名氏宵夜小摊,小吃快餐,￥17,四星商户,103.0,8.3,6.8,7.9,鲜肉煎饺,小馄饨,千张包汤,吴山广场/河坊街,江城路412号亿超眼镜店旁弄堂里,"120.174658,30.232258"
144,杭州知味观·杭帮菜餐厅(湖滨店),本帮江浙菜,￥108,准四星商户,752.0,7.5,7.6,7.2,西湖醋鱼,鲜肉小笼,东坡焖肉,湖滨,仁和路83号2楼,"120.163246,30.252624"
145,凡老头米线砂锅,小吃快餐,￥32,四星商户,513.0,8.0,6.8,7.1,鸡爪,大肠炒粉干,牛肉砂锅,古墩路沿线,古荡西区1幢天目山路与益乐路交叉口,"120.119244,30.272846"
146,方林富炒货店(西溪路店),小吃快餐,￥44,四星商户,1933.0,8.5,7.9,8.0,糖炒栗子,红薯片,椒盐小核桃,西湖北线/黄龙,西溪路78号,"120.141873,30.270098"
147,方林富炒货店(武林店－庞盛杰),小吃快餐,￥47,准五星商户,998.0,8.4,8.0,8.3,糖炒栗子,地瓜干,地瓜片,武林广场,武林路361号,"120.159624,30.267926"
148,陳八两面家(滨江龙湖天街店),面馆,￥33,准五星商户,63.0,8.8,8.9,8.9,手切酸菜牛腱子面,黄金脆皮猪五花面,茄汁黑猪片儿川,滨江天街,江南大道滨江龙湖天街B1-09号商铺,"120.327051,30.310544"
149,馋世界,小吃快餐,￥69,四星商户,240.0,8.4,7.4,7.4,芋泥风暴,爸爸糖吐司,芋头风暴,庆春路沿线,回龙庙前21号和潮鸣寺巷交叉口海王星辰药店隔壁,"120.183247,30.260772"
150,陳八两面家(湖墅南路店),面馆,￥24,准五星商户,286.0,8.5,8.4,8.4,老酸菜牛腱面,爆炒猪肝,酸菜牛肉面,湖墅南路,清水潭巷湖墅南路407号,"120.148415,30.289824"
151,十方苑,面馆,￥23,准五星商户,1111.0,8.2,8.3,8.0,罗汉面,素烧鹅,惊雷笋,灵隐,法云弄1号灵隐寺中入口,"120.102169,30.240450"
152,吴山烤禽店(光复店),小吃快餐,￥24,四星商户,197.0,8.0,7.5,7.6,吴山烤鸡饭,吴山烧鸡,素烧鹅,吴山广场/河坊街,光复路158号,"120.170686,30.252674"
153,晨曦炖品·鲍鱼饭(文一路汇和城店),小吃快餐,￥59,四星商户,41.0,8.3,8.4,8.6,惊喜鲍汁捞饭,芒果银耳羹,黄焖佛跳墙,高新文教区,文一路296号汇合城2楼,"120.123379,30.288573"
154,英英面馆,面馆,￥31,准五星商户,166.0,8.8,8.4,8.5,大排,猪腰片儿川拌川,虾爆膳面,朝晖地区,下环城北路92号创意大楼1层,"120.180044,30.275301"
155,老做鸡蛋饼,小吃快餐,￥7,四星商户,433.0,8.3,7.2,7.6,鸡蛋饼,葱包烩,油条,西湖北线/黄龙,玉古路近浙大求是村63号楼底,"120.127220,30.263790"
156,白案先生面馆(万象汇店),面馆,￥41,准五星商户,305.0,8.3,9.1,8.9,蒜蓉虾仁面,老坛酸菜鱼面,招牌去骨黄鱼面,北干,金城路927号华润万象汇5层L539号,"120.269263,30.181880"
157,夏记烧饼,小吃快餐,￥11,四星商户,205.0,8.4,7.5,7.7,葱肉小烧饼,葱油小烧饼,干菜肉烧饼,城东,双菱路115号,"120.195478,30.260686"
158,奎元馆(解放路总店),面馆,￥46,四星商户,15440.0,7.9,7.6,7.4,虾爆鳝面,片儿川,猪肝面,解放路沿线,解放路154号,"120.169918,30.250734"
159,杭帮面馆,面馆,￥30,准五星商户,384.0,8.9,8.5,8.8,肥肠拌川,牛肉片儿川,爆鳝面,开发区,千岛湖镇南山大街71号,"119.052572,29.596280"
160,芒种(城西银泰店),面馆,￥24,准五星商户,401.0,8.5,8.6,8.2,生炒牛肉面,猪肝面,大肠面,城西银泰,水月街方家花苑20幢20-13,"120.107661,30.302521"
161,老金老汤面馆(钱江国际时代店),面馆,￥29,四星商户,513.0,8.3,8.2,8.4,海鲜面,葱爆鳝丝捞面,手撕老鸡面,钱江新城,富春路294号,"120.206050,30.239925"
162,王记粉都,小吃快餐,￥22,四星商户,608.0,8.1,7.5,7.9,柳州螺蛳粉,炼乳龟苓膏,南宁老友粉,高新文教区,文三路453号,"120.127647,30.276615"
163,荣鲜面馆,面馆,￥33,四星商户,254.0,8.2,7.9,8.1,酸菜鱼,肉丝拌川,番茄笋干蘑菇面,上城区,近江路日信国际二楼,"120.195213,30.235099"
164,三只松鼠(大悦城店),小吃快餐,￥60,五星商户,147.0,9.0,9.1,9.1,夏威夷果,芒果脆条,能栗开口甘栗,北大桥／大悦城,莫干山路与隐秀路交叉口杭州大悦城B1-18号,"120.131232,30.301705"
165,春熙禄·江湖小馆(尚城1157利星店),川菜,￥75,五星商户,1115.0,9.0,9.0,8.8,红糖冰粉,宫保鸡丁,红糖糍粑,吴山广场/河坊街,中山南路77号尚城利星二期4楼,"120.169065,30.227944"
166,老街传统面铺(影业路店),面馆,￥19,准五星商户,675.0,8.8,8.3,8.4,原汁半筋半肉牛肉面,红烧牛肉面,海蜇鸡丝捞面,高新文教区,影业路5号,"120.133536,30.277800"
167,英英面馆(麒麟店),面馆,￥28,准五星商户,169.0,8.5,7.7,8.3,猪肝面,肉丝拌川,腰花面,凤起路沿线,麒麟街28号,"120.166128,30.263439"
168,山家清作,面馆,￥26,准五星商户,495.0,8.4,8.6,8.7,茶糕,羊饺面,桂花桃泥羹,凤起路沿线,新华路115号,"120.176091,30.262879"
169,桐乡咬二羊肉面馆,面馆,￥23,准五星商户,127.0,8.7,7.8,8.6,招牌羊肉面,招牌羊杂面,荷包蛋,凤起路沿线,孩儿巷34-1号,"120.167931,30.261166"
170,小狗面店,面馆,￥33,四星商户,541.0,8.1,6.4,7.0,大肠拌川,腰花拌川,猪肝面,复兴路沿线,复兴南街113号,"120.168209,30.211311"
171,来翠面馆,面馆,￥35,四星商户,277.0,8.5,6.4,7.3,双腰拌川,猪肝腰花拌川,腰花面,转塘,转塘集贸路315号,"120.077933,30.162186"
172,鹿先生的饭·新疆抓饭,其他美食,￥40,准五星商户,185.0,8.6,8.6,8.9,草原羔羊,腿排饭,原味内蒙羔羊肉抓饭,解放路沿线,上城区金鸡岭路24号,"120.178042,30.248631"
173,复兴面王(河东路店),面馆,￥25,准五星商户,223.0,8.8,8.2,8.3,茄汁拌川,腰花片儿川,肉丝拌川,朝晖地区,河东路178号,"120.160428,30.287615"
174,廖记棒棒鸡(湖滨In77 B区店),小吃快餐,￥39,准五星商户,170.0,8.4,8.2,8.3,棒棒鸡,无骨凤爪,廖记去骨猪脚,湖滨,延安路245号湖滨银泰in77B区B1-109铺位,"120.163524,30.255112"
175,菊英面店(中山南路店),面馆,￥28,四星商户,1351.0,7.6,8.1,7.9,片儿川蘑菇油渣笋片蛋,肉丝拌川,片川儿蘑菇荷包蛋油渣,吴山广场/河坊街,中山南路368号,"120.170788,30.234668"
176,陳八两面家(大悦城店),面馆,￥35,准五星商户,479.0,8.5,8.6,8.8,老酸菜手切牛腱面,特制雪菜牛腩面,瑶柱卤肉干拌面,北大桥／大悦城,莫干山路与隐秀路交叉口大悦城L6-07号,"120.131232,30.301705"
177,飨德传统手工小吃(智格店),面馆,￥17,四星商户,846.0,8.0,7.7,7.3,老包子,发糕,肉包,下沙,银沙路199号智格新城大厦南楼一楼,"120.332346,30.299048"
178,壹碗冷面,面馆,￥21,准五星商户,131.0,8.8,8.7,8.3,烤肉,拌饭,水冷面,下沙,学林街文泽路99号,"120.346466,30.316732"
179,慧娟面馆·餐厅(望江路店),面馆,￥42,四星商户,1911.0,7.9,7.3,7.2,片儿川,虾爆鳝面,慧娟火腿老鸭面,城站火车站,望江路130号,"120.176057,30.237121"
180,幸福里老北京涮锅(丝联店),火锅,￥113,准五星商户,4313.0,8.6,8.5,8.6,幸福里手切鲜羊肉,虾滑,老北京经典芝麻酱调料,拱宸桥/上塘,金华南路189号，杭丝联166内,"120.142029,30.312147"
181,德泓面馆,面馆,￥19,准五星商户,754.0,8.7,7.5,8.1,招牌热干面,咸蛋黄炒年糕,三鲜豆皮,大关,上塘路261号新青年广场,"120.157631,30.296519"
182,源兴面馆,面馆,￥22,准五星商户,555.0,8.3,7.9,8.2,虾仁片儿川,猪肝面,腰花面,西湖银泰,西湖大道定安路地铁站B出口沿街商铺,"120.167751,30.245954"
183,望江门德记面馆,面馆,￥21,准五星商户,166.0,8.7,8.3,8.5,番茄笋干虾仁鱼片面,猪肝面,酸菜鱼片面,高新文教区,学院路216-7号,"120.130762,30.285035"
184,潘府妈妈手擀面,面馆,￥18,准五星商户,79.0,8.5,7.9,8.3,东阳沃面,肉丝铁板面,兰溪牛肉面,古墩路沿线,申花路六北38号剑桥公社C-20,"120.094380,30.305466"
185,芒种(星光大道店),面馆,￥26,四星商户,292.0,8.3,8.5,8.0,猪肝面,牛肉面,大肠面,星光大道,苏泊尔大厦一楼,"120.208328,30.206651"
186,弄面(杭州大厦城市广场店),面馆,￥30,四星商户,231.0,7.9,7.8,7.8,猪肝拌川,猪肝腰花干拌面,牛腩拌川,钱江新城,景昙路杭州大厦501城市广场B1层,"120.203605,30.259903"
187,忆暹罗•泰国餐厅(来福士中心店),东南亚菜,￥144,四星商户,836.0,8.3,8.6,8.4,芒果糯米饭,暹罗冬阴功汤,黄咖喱牛腩,钱江新城,新业路228号来福士中心7层01室,"120.213121,30.248789"
188,望江面馆(金地广场店),面馆,￥20,四星商户,41.0,8.0,8.3,8.1,猪肝面,猪肝干拌,大排面,古墩路沿线,古墩路1333号金地广场B1层,"120.082108,30.339679"
189,春熙禄·宽窄巷子(竞舟路店),川菜,￥67,准五星商户,2384.0,8.6,8.1,8.4,夫妻肺片,桃胶醪糟冰粉,宫保鸡丁,古墩路沿线,竞舟路176号,"120.104746,30.282563"
190,油闹闹(武林店),创意菜,￥74,四星商户,656.0,8.1,8.1,8.1,鱼尾巴,特色臭豆腐,特色掌中宝,凤起路沿线,武林路103号,"120.160645,30.261125"
191,成喜屋日本料理,日本菜,￥94,准五星商户,833.0,8.4,9.1,9.1,鳗鱼牛油果卷,成喜屋沙拉,厚炸猪排,星光大道,星光大道一期4幢107星飞路上,"120.208864,30.207064"
192,伊禾藏香牛肉面,面馆,￥45,准五星商户,2535.0,8.6,9.0,8.5,三细牛肉拉面,羊肉串,甜胚子,湖滨,延安路238号湖滨银泰2期C区一楼,"120.164779,30.253095"
193,三千尺面馆(湖滨银泰in77店),面馆,￥29,四星商户,450.0,8.0,8.1,8.2,虾仁拌川,片儿川,蘑菇猪肝面,湖滨,东坡路7号湖滨银泰in77B区B1层,"120.163260,30.254569"
194,西安手工面(万象城店),面馆,￥29,四星商户,212.0,8.3,7.9,7.8,肉夹馍,油泼面,凉皮,钱江新城,富春路701号万象城5层,"120.213530,30.250566"
195,耳光馄饨,小吃快餐,￥27,准四星商户,75.0,7.4,7.4,7.6,福袋煎馄饨,配辣酱油的黄金炸猪排,麻酱鲜肉馄饨,建国路沿线,环城北路西湖文化广场负一楼,"120.163733,30.276818"
196,鼎顺小吃,小吃快餐,￥15,四星商户,246.0,8.1,7.3,7.5,生煎包,小馄饨,锅贴,吴山广场/河坊街,延安路吴山铭楼,"120.163478,30.241052"
197,渔火(文三西路店),小吃快餐,￥41,四星商户,1516.0,8.1,8.4,8.2,创始款榴莲海鲜饭,古法姜汁海鲜面,土豆泥,高新文教区,文三西路28-1号,"120.117495,30.276468"
198,新丰小吃,小吃快餐,￥11,准五星商户,35.0,8.2,8.2,8.1,虾肉小笼,虾肉馄饨,喉口包,新塘路/秋涛路沿线,秋涛北路272号采芝斋旁,"120.199250,30.284172"
199,卤儿道道(龙游路店),小吃快餐,￥43,四星商户,1724.0,8.1,7.9,7.8,卤味双拼,卤鸡爪,海鲜双人炒饭,凤起路沿线,龙游路1号,"120.160903,30.261739"
200,美粥要约,小吃快餐,￥76,准五星商户,1451.0,8.7,7.8,8.3,美味活虾粥,鱼片虾粥,海鲜杂烩粥,朝晖地区,上塘路177号,"120.166123,30.285327"
201,牛得多(西溪银泰城店),小吃快餐,￥19,四星商户,73.0,8.1,8.1,8.4,手工葱油饼,番茄牛肉粉丝汤,番茄牛腩面,西溪银泰城,双龙街588号西溪银泰城6号楼东楼2楼228室,"120.075105,30.293040"
202,争火烫捞(飞云江路店),小吃快餐,￥28,准五星商户,313.0,8.5,8.6,8.8,芝士年糕,龙虾球,豆奶,复兴路沿线,飞云江路56号,"120.176850,30.217982"
203,友达面馆·酸菜鱼面(四季广场店),小吃快餐,￥26,四星商户,24.0,8.1,8.5,8.6,酸菜鱼面,油条,面包筋,下沙,文渊路四季广场1-102号,"120.336770,30.320502"
204,满仓,小吃快餐,￥30,四星商户,1148.0,7.9,8.1,8.0,小米糕,干菜扣肉,特色猪手,武林广场,环城北路208号杭州大厦C座坤和中心-1楼,"120.161499,30.273866"
205,满街香臭豆腐,小吃快餐,￥18,准五星商户,83.0,8.6,8.5,8.7,臭豆腐,温州特色饮料,烤肠,凤起路沿线,武林路95号,"120.160643,30.261174"
206,老贯桥烧麦(中山北路店),小吃快餐,￥16,四星商户,3210.0,8.3,7.3,7.5,鲜肉冬笋烧麦,肉末粉丝,小馄饨,武林广场,中山北路518号小北门,"120.167657,30.272507"
207,吴小糖沙拉煎饼(中山北路店),小吃快餐,￥17,四星商户,144.0,8.1,7.7,8.0,双蛋里脊煎饼,双蛋鸡柳,香酥鸡柳时蔬煎饼,朝晖地区,中山北路616-1号,"120.165866,30.279921"
208,1973继光香香鸡(国大广场店),小吃快餐,￥21,四星商户,581.0,8.2,8.2,8.2,香酥凤爪,香香炸鸡,孜然掌中宝,武林广场,体育场路国大城市广场B2,"120.162344,30.269596"
209,堂口老齐生煎老汤面(朝晖店),小吃快餐,￥18,四星商户,422.0,7.8,8.0,7.9,煎饺,生煎包,小馄饨,朝晖地区,上塘路朝晖路168-11号,"120.170300,30.278450"
210,张氏宽窄巷成都名小吃(武林广场店),小吃快餐,￥58,四星商户,394.0,7.8,8.2,7.9,红糖糍粑,成都担担面,酸辣粉,武林广场,延安路530号武林银泰B座5楼,"120.163095,30.267879"
211,又卷烧饼(西溪银泰店),小吃快餐,￥14,四星商户,58.0,8.1,8.1,8.0,牛肉掉渣烧饼,猪肉饼,酸辣粉,西溪银泰城,弘德路西溪银泰城F1楼09号,"120.108625,30.299768"
212,小杨生煎(杭州西湖银泰),小吃快餐,￥27,四星商户,920.0,8.0,7.7,7.9,小杨生煎,油豆腐牛肉粉丝汤（咖喱）,虾仁生煎,吴山广场/河坊街,延安路98号B1楼,"120.165614,30.244219"
213,涂记烧饼,小吃快餐,￥7,准五星商户,78.0,8.6,7.6,8.3,辣五花烧饼,咸五花,蛋黄五花肉,天阳亲子广场（钱江新城）,雷霆路与婺江路交口天阳亲子广场负一楼,"120.196714,30.230918"
214,流芳面馆(莫衙营店),面馆,￥21,准五星商户,227.0,8.4,8.2,8.1,茄汁拌川,猪肝面,猪肝拌川,凤起路沿线,莫衙营124号,"120.184653,30.272794"
215,卤儿道道(湖墅南路店),小吃快餐,￥32,四星商户,149.0,8.4,8.0,7.8,贯巷卤鸭,红烧狮子头,腊味炒饭,高新文教区,湖墅南路488号,"120.147317,30.294589"
216,老毛炸串,小吃快餐,￥23,准四星商户,72.0,7.7,6.9,7.4,鸡腿,素鸡,年糕,余杭区,南渠北路和通济路交界处,"119.935788,30.272055"
217,老面馆,面馆,￥28,四星商户,137.0,8.4,7.7,8.0,虾爆鳝拌川,酸辣猪肝面,酸辣大虾面,西溪印象城,联胜路,"120.031651,30.240204"
218,原味堂,小吃快餐,￥21,四星商户,152.0,7.9,7.4,7.2,肉包子,手工小馄饨,清明粿,西湖北线/黄龙,杭大路14号,"120.141679,30.268625"
219,桃园眷村(国大广场店),小吃快餐,￥39,准四星商户,989.0,7.5,8.6,7.9,鲜磨豆浆,油条虾饭团,咸豆花,武林广场,体育场路与延安路交叉口国大城市广场L1,"120.162344,30.269596"
220,奎元馆(文晖店),本帮江浙菜,￥52,四星商户,2648.0,7.7,7.8,7.5,虾爆鳝,片儿川,虾仁面,朝晖地区,文晖路348号,"120.162554,30.280821"
221,王顺王(近江店),小吃快餐,￥27,四星商户,72.0,8.3,7.1,7.8,金牌三宝面,尖椒笋干肉丝拌川,雪菜黑鱼片面,上城区,近江东路23号,"120.204165,30.232758"
222,浙大留学生餐厅老店,小吃快餐,￥23,准五星商户,270.0,8.3,7.5,7.5,糖醋里脊,八宝油条,茄汁鲈鱼,西湖北线/黄龙,玉古路141-142号浙大新村内,"120.126593,30.260556"
223,吴山烤禽店(湖墅南路店),小吃快餐,￥28,四星商户,211.0,8.3,7.9,8.1,吴山烤鸡,素烧鹅,蜜汁熏鱼,湖墅南路,湖墅南路432号,"120.148567,30.291531"
224,汉堡王(大华国际店),小吃快餐,￥30,四星商户,205.0,8.2,8.4,8.1,王道嫩香鸡块,薯条,鲜虾安格斯厚牛堡,高新文教区,文二路341-3号,"120.124410,30.282349"
225,陇上秦轩(西溪银泰店),面馆,￥32,四星商户,171.0,8.2,8.6,8.5,biangbiang面,腊汁肉夹馍,岐山臊子面,西溪银泰城,西溪银泰主楼4楼029,"119.961288,30.129510"
226,百家鸡味馆(城站店),小吃快餐,￥26,准五星商户,373.0,8.5,8.0,8.0,招牌百家鸡,鸡粥,干炒牛河,城站火车站,江城路863号,"120.179680,30.241904"
227,浙大紫金港校区餐饮中心,小吃快餐,￥32,准五星商户,50.0,8.1,8.0,8.2,家常豆腐,糖醋里脊,拌面,西湖区,石祥西路浙大紫金港校区内,"120.086634,30.303638"
228,小杨生煎(萧山机场店),小吃快餐,￥31,四星商户,91.0,7.9,8.0,7.8,小杨生煎,牛肉酸辣粉,油豆腐牛肉粉丝汤,萧山机场,空港大道T2国际航站楼A-A-1-C,"120.436562,30.232721"
229,一碗入魂(日式拌饭),小吃快餐,￥25,四星商户,179.0,7.7,7.7,8.0,咖喱猪排饭,奥利奥鲷鱼烧,日式辛辣豚骨拉面,下沙,金沙汇街区B56商铺，金沙湖地铁口B1出口,"120.218493,30.121201"
230,菊英面店(建国北路店),面馆,￥23,四星商户,58.0,7.6,8.6,8.3,片儿川,肉丝拌川,猪肝面,凤起路沿线,建国北路240号,"120.180960,30.264129"
231,佳友记(萧山店),小吃快餐,￥67,四星商户,101.0,8.2,8.0,8.1,虾饺,乌鸡乳鸽砂锅粥,干贝仔排粥,北干,永久路永久桥边隧道北口,"120.295002,30.170229"
232,李记酥鱼(凤起农贸市场店),小吃快餐,￥22,四星商户,97.0,8.4,7.2,8.0,李记酥鱼,炸酥鱼,鱼下巴,凤起路沿线,建国北路286号凤起农贸市场南13-1号,"120.181584,30.265182"
233,和府捞面(国大店),小吃快餐,￥41,四星商户,812.0,7.8,8.6,8.3,草本汤猪软骨面,乾隆冰芯蛋,香草番茄汤.猪软骨面,武林广场,体育场路333号,"120.162038,30.269681"
234,禾丰记粥店(国大店),小吃快餐,￥64,四星商户,713.0,7.7,8.1,7.6,筒骨山药粥,虾饺双拼,黑金流沙包,武林广场,体育场路333号国大广场7F,"120.162428,30.269520"
235,东伊顺(高银街店),小吃快餐,￥33,四星商户,490.0,7.9,7.4,7.4,馕饼,羊肉串,玉米饼,吴山广场/河坊街,高银街99号,"120.169303,30.240520"
236,周一早上好(欧美金融城店),小吃快餐,￥17,四星商户,28.0,8.4,8.6,8.6,甜味豆腐脑,猪油拌饭,油条,海创园,欧美金融城海鸥路5号,"120.005176,30.281448"
